id,blockNumber,blockHash,logIndex,timestamp,type,amountToken,amountETH,amountRef,price,priceETH,maker,pool_amountToken,pool_amountTokenRef,pool_liquidity,amountUSD
4jTC4strBsFw2hn1Tz1tvAx9dAXTBd6HyzKwHkoH6PqbFznDTa4SGyLSJntEpNCsEo1pa3FgNvL25c6jxVGeGY1k,289619078,7SAaXYLAqbHtHc43soMDHCuBsoQFHuTKA2UR2L1c3sxZ,61,1726264295,sell,11817215.112515999,0.316249705,0.316249705,3.7229601234434896e-06,2.6761779487711076e-08,5wejXvijQodhdAds4LYYJk4wUH1hAGVNTAwA3LKtcnKb,85104396074.35176,2299.875839646974,636787.085263432,43.99502063405083
4JY6pmJVPHTUzShG2pcDS4ieaCFXWSZ4GE4zFnz3oeeWLAUMTG22X5Qfj1gHGuy589sbfzwcgWGwnqnre51q1ssm,289619033,GLrMUCRQhC2kdE9qstbfVV9YhB777bcdFsDJkmMbrf1L,23,1726264275,sell,21184398.212889,0.5671579210000001,0.5671579210000001,3.723470343615712e-06,2.677243485042356e-08,EzmUKc15V3sk5qBhq6bZUqqVTGYpuJzeRP3sLm4MQAch,85092578859.23924,2300.1920893519737,636746.9819624089,78.87947849303788
5hkHCTeuwNKiuGzNjLVkCidLJn2cCbgwosrz2ubmsZkJ72j3AtqBcyyykrEgxLdp8UQqFWS7sijhWQr7aUM7tj9t,289618944,Go1tJbB9UPF8Re2z5KuAC5Uwd79sho6yDRrGzFU9wxMP,7,1726264236,buy,10056968.819427,0.270636957,0.270636957,3.741479302224981e-06,2.691039038295633e-08,7tiiGjGcSmTHJxfgAhbQGXZnTnDrFqtdbAqTQsgCLqtz,85071394461.02635,2300.759247272974,638178.3400427834,37.62794068100813
2W29KQ75uAYoYNBChY4bvoaD8DYyfXmrsudzrk4QCqRnS7ja84WBLHkU8G8b3XJrPoVngp9jP6gUb1vqrjMqMqMc,289618902,7Yi9P3sphmw9gcVtc6zxamYWsrEFRFSfCMjQoHbLS4MM,9,1726264217,buy,92254344,2.479530113,2.479530113,3.736599209744947e-06,2.687710958087784e-08,6vNAt1NG3eNXeFn61sawneNAzTwcduMSVVo1pdCxBvBi,85081451429.84578,2300.488610315974,637741.4878637991,344.7175088859385
2JJHqV9PJkfa9JgygpfiQ4fFNQcDRMtAd2EpNtmjSGpDVN22oSZHKSyeP35PSSiuWjm431dWiHYbwzEFGHxki95C,289618844,Duyr1ygTJTfSu4922JnFYvYim3yjeWHswV4Ns4NQq32e,17,1726264190,sell,890000,0.023774946,0.023774946,3.712621987211078e-06,2.6713422471910114e-08,34RKn328vk73TZYM2QYvet91qyq3gRXCLC19ckXurPxS,85173705773.84578,2298.009080202974,635594.2602803676,3.3042335686178594
XQhQ8SYCNsyEougayr4qXgRedFEikxmztGWpLZrAKetyiVuMzpLP2N1bZBa9GstWkjJ3PBudAgkXJfYPXfuNgtu,289618824,2fJjKoCLHAb6wrCKaceuNDoUcCo5VTUqrHqeUUtBcJT3,16,1726264180,buy,9204729.626217,0.24709906,0.24709906,3.7306882417488645e-06,2.6844792843910383e-08,Hkc8DTt5c4NUjQ7mxB2zHAsswCFNc2gvh4tCg6thbhSr,85172815773.84578,2298.032855148974,637116.6162495785,34.33997658500518
5fw67UCrc8TjHJQZVQNHY3vQcFp5nwNoxBsDbQ2sFWh9DYZtyNJYc3EQDS7RSQU29QwHXWSa3HiBhjDR5VJiAmnD,289618769,CLd2KrrGtRQHZRTim9xAUgwWZopfVXUxNv6vmNmVdCnq,109,1726264154,buy,11817215.112515999,0.317150168,0.317150168,3.7294747995954584e-06,2.6837978743747832e-08,5wejXvijQodhdAds4LYYJk4wUH1hAGVNTAwA3LKtcnKb,85182020503.472,2297.785756088974,636990.4384862797,44.072005963527026
56xAxk7QNzPJNBo9bFcy4rBqyamhHsjqSAweYWp1NYVqvMqg75jKo9nrYbPPua9pZsEuPCGKbgCWLt22nttN2hyf,289618729,qGuBkax1PabCcSdqxmmGSFXAyFzTsYp6VpAcirRPEWp,107,1726264134,sell,664829.379222,0.017751187,0.017751187,3.7091904701912265e-06,2.6700364867709195e-08,Gq5bh1qHRdhM5kHPz7HaSkzdRxUZ4MLAuKAnVUYoAMWZ,85193837718.58452,2297.468605920974,635162.4259153076,2.4659787977133916
3Wn9UERovKfDg3rzE1KWgwTLhtkgNTTRet316y5ZnyQ62N8BiBPRQ6k2y8PTZPmTxA7R5f8JY7JpVEqWGWU9adtX,289618718,Df1VSW12nRyivwvjxb3dF7qi7dLkGH9fGdT5n9G8dHPS,44,1726264129,sell,47335677.576413,1.2646117970000001,1.2646117970000001,3.71133852584545e-06,2.671582750576589e-08,6jvYtr9G5WQnKs3cFsFtKmEfkbEnUXFhBKsmZad26QPV,85193172889.20529,2297.486357107974,635345.4255920337,175.67872383634014
4N26Rw3FkPD6iEjjQgomQieTSFsbvavtvyXNurgLUkvaDmzxhGuPPoQGpbfd6ARcxToryCCQSyyNAojKn6mK679z,289618716,8RbeT7h5eQPmwTNHHy1fEFoU6sVjoHiRaBZrpLX5ZpRa,1,1726264128,sell,33884790,0.9061463390000001,0.9061463390000001,3.7149714529483743e-06,2.6741978893775056e-08,YpnnUu1ZPHpAzy4xggEd5pBTbu1aDayXuARsYsavNs9,85145837211.62888,2298.750968904974,635654.7542117408,125.88102753915054
5xghVFb99y8ojURqUdGRA9rLaVgYMrsEvDtMWEab2DzHQUfD5NdhxCrXZicdZrRWeRYmpFLdxT8bBzuB8wTXwqtd,289618708,2NC2cs9fcvwnRCNMmaCyaaNnthgiBo8XK5G11KbRo1fe,9,1726264125,buy,21184398.212889,0.569442259,0.569442259,3.7341821722375486e-06,2.6880265999415562e-08,EzmUKc15V3sk5qBhq6bZUqqVTGYpuJzeRP3sLm4MQAch,85111952421.62888,2299.6571152439737,637289.8160378663,79.10640213615109
41zwi2TyKRho2p6kMQZNbpCdfz5y6DURLx3jKMTrq8Ba1F6VPuwpTjonbvXjuSBzodcZ582bbrEfLLBiHvyptsDb,289618705,E9aPmpZMsrijtKhqYD9bNc6GgmytGowNianZvqBcnfD7,4,1726264123,buy,92996010,2.4963102590000004,2.4963102590000004,3.729032643732512e-06,2.6843197455460727e-08,GxDkunDf6HhdhJhTZByuMtuEnNDJ2K939G3wTf1nm5uh,85133136819.84177,2299.087672984974,636851.4205230894,346.78515702687514
5hPBXdFDV54tCiRVnUHF3CgEnbNSXxCSAb4dZeJK88KYvhUTw84moGkZVasDtYSkRKeqstXLZqP927ReMsWbjeRE,289618654,5RpYgLMsgnsvY9uSyKkZB8e9brUnQ6UetzVMbWtejcBi,2,1726264099,sell,9312089.83336,0.24846710000000002,0.24846710000000002,3.7069611492919276e-06,2.668220608330921e-08,EeF8nnnAqqAoE99jyTuCGAVgKN8suRsunXxSywvcKRuD,85226132829.84177,2296.591362725974,634995.5956906152,34.51955523098186
2PUzMj9vyWL6Jixoiikgi9NR3v6TsaPHzn3vgLF46Xpmb2ktnJgdtxPBJYRjpJT1QmyBPHW8EKoDS5mF8rXruEaE,289618608,F28aPD8mCUgWHdYN32CNGcs4UTpuZgXrNVyuCXNvvWms,25,1726264077,sell,11927182.460463999,0.318324942,0.318324942,3.7081528285369222e-06,2.668903096394958e-08,FZWNmPSsCvyBti2PJiYMgpT845LfwkHTZuLeYGjSDWDf,85216820740.0084,2296.839829825974,635118.102079279,44.22781537724555
ZppcaGow3vnVKoVMgEEBDq8tgS6yKXMntiYaxdrqufopr7kUtamx6NoM4gMVCAbrqXrmu4EL11uENeFnabnygJi,289618573,4GEmtgo3kvYf6euMo5fyKSCzLhKTx1fdQMciQPm4iKvk,74,1726264059,sell,10185996.259358,0.271926757,0.271926757,3.7086438831974485e-06,2.6696137528047642e-08,2jQJsKDZnRhWFQUPcRqzZWXJZkqASuSCDm1QtTQV9YA5,85204893557.54794,2297.158154767974,635117.2343374179,37.77623272154014
vV8BMfxgJs69vorLjCeUdFw1zKRDa8moCmwKSZikA3hsChcDJ14HrfTb9QSfYm7rJTbUfT9H2Vq6iUNkaJGZLzZ,289618573,4GEmtgo3kvYf6euMo5fyKSCzLhKTx1fdQMciQPm4iKvk,50,1726264059,sell,21354539.165030997,0.5703004,0.5703004,3.7100535178056233e-06,2.6706284579247308e-08,EjuJrLtyW9s7qCras99xLdt9cniQ8NVTQHvMheXRXTmF,85194707561.28859,2297.430081524974,635237.3277456296,79.22648315034121
52VAfQRQDwatmyzKHCLsdDWpCGU8SSPf7xCUGTDqEmFjsdfbwNZTdVW36oz4Hk7WXapNjnEw9bbd9Je5hQHFoYXL,289618548,DAHAqiD3y8wbuDBhVkKav1j1oiKPvhNteJJGGX4gSQQR,0,1726264048,sell,3004451.065537,0.08026124700000001,0.08026124700000001,3.7111411269400603e-06,2.671411357656928e-08,DnS7Kc3S6ixwLkuEyQxaAnsPa6Cye2WWfxopk5TERm5o,85173353022.12357,2298.000381924974,635329.9630623872,11.149941913193247
5hpnRQVANBeLZtQczxM5ZNz672xrEGN81njZAWBSMBe9YKwJWhwXadkGdvG7YW42DFT9t2kLpzaPM26m2CjsSpg7,289618506,5zVp62qsxgNfHy1sbs6ZgU367RYwoiSJFNrRoJtPx6zn,101,1726264030,sell,74354170,1.9881605160000002,1.9881605160000002,3.714692120108938e-06,2.6739058697044162e-08,GxDkunDf6HhdhJhTZByuMtuEnNDJ2K939G3wTf1nm5uh,85170348571.05803,2298.0806431719743,635639.7593976912,276.2028493962404
5yotcfepxJoJmLHxZETaxBmm1i7NzQGLc9hV8MXjFnpmseS8Gup7gMQUKzaR2vDwCypFVqLWLu4Zo2uiYdu7UFeQ,289618342,DbLasRRg9V99YmEm8NJJtVVXRov7bnLf2B74o7ijbppj,43,1726263956,buy,9312089.83336,0.25044202000000004,0.25044202000000004,3.737920847933769e-06,2.689428737068307e-08,EeF8nnnAqqAoE99jyTuCGAVgKN8suRsunXxSywvcKRuD,85095994401.05803,2300.068803687974,637758.7208065375,34.80785472594844
GmtMCdWcfUPBZieeqsfBtczf5F2M8SfFfLGxQTG2C8C2Th65G1qF2SX3yoZuQwYfvHMGryiR9bqMKyQt65aWiBf,289618322,CrVWTtzt84fngxhot3fMMEo3BfQnXdfuC4Bc12jSmFSE,170,1726263946,sell,74329390,1.990615687,1.990615687,3.7221760741953965e-06,2.678100394742914e-08,6vNAt1NG3eNXeFn61sawneNAzTwcduMSVVo1pdCxBvBi,85105306490.89139,2299.8183616679744,636418.7570119037,276.66707706753857
HPaaviWtbwFEgGckARyzkwuMLBDJ2C9jDnSg8gS918V86Yi43TVUYYhSTKV5fQo8smPkKTqeALLio2JaNo6D3ch,289618300,empphqjjXVLv94oXR1eTDLmpU6R1g5AAyg9aRwcJ2bE,3,1726263937,buy,11927182.460463999,0.321266192,0.321266192,3.7440336339866405e-06,2.693563153451598e-08,FZWNmPSsCvyBti2PJiYMgpT845LfwkHTZuLeYGjSDWDf,85030977100.89139,2301.8089773549746,638308.6496269703,44.65577229067274
T2R9okCj9NVddoWWUtVG1Jhqr6svUPq1M6hdxygM6c5MjZgguN2qwTJRPLwEu2Fymp5DDYjU3t2oZYsvYwFiQVe,289618256,3quj7DSnsahzSsgnYdiSncyuPxkScv7khXGEtz6AYrWy,24,1726263914,buy,10185996.259358,0.274292878,0.274292878,3.742711818312319e-06,2.6928429091852824e-08,2jQJsKDZnRhWFQUPcRqzZWXJZkqASuSCDm1QtTQV9YA5,85042904283.35185,2301.4877111629744,638168.8309691203,38.12324858118426
3Yp9zemwpxBCMQKQsqzNmJuzHBAKpV3ZWX9Y5qy2Vg7jTUKBhzbsfMKghkqKkG7VXLt3eJiXmEAv4vJkUzs75yAX,289618256,3quj7DSnsahzSsgnYdiSncyuPxkScv7khXGEtz6AYrWy,15,1726263914,buy,21354539.165030997,0.574824813,0.574824813,3.7412839650657635e-06,2.691815583364595e-08,EjuJrLtyW9s7qCras99xLdt9cniQ8NVTQHvMheXRXTmF,85053090279.6112,2301.2134182849745,638047.387638035,79.8933949594993
2MFGrMvpFxm8b3vxRSxg2pdM6ERrbZ6xVNBkXtjzULx6HwbQ5fBHAowJ28X9exaZVg7a7S3ewMuAoesh9BKZmi3w,289618241,HtbRH59ktYRJsJTbxFM8PEg5nnR9ZMZepQwhTNCGaKqm,134,1726263907,buy,3004451.065537,0.080850488,0.080850488,3.743553969937463e-06,2.69102362582661e-08,DnS7Kc3S6ixwLkuEyQxaAnsPa6Cye2WWfxopk5TERm5o,85074444818.77623,2300.6385934719747,638528.6807333513,11.247324713873876
333vK9ZNHZ24Di4373EdWsB9Tgwzzj9wt35kmHa2bemX4CgfBJtPhLKSggPL6mjF9DKG6GVMAJZctsi6W4FhYtxG,289618196,5xxTzy4QjS6uAR8B3nmADU4JZBNdGa87F8UH5fo5stzi,14,1726263888,sell,9407477.251504,0.251912705,0.251912705,3.725916955148132e-06,2.677792337576219e-08,32yNmvMimfSGcDYE751gJFmGgdRiFCQEoTcngfuNbH1f,85077449269.84177,2300.5577429839745,637094.2677937053,35.0514789965491
k6s3sR8nq8dwVTWZZhchZec5mPjQWVFFvdLi9s3GrWkVYA2rAjyu4nudWndxtNJiYYzidNLdR3SJUymGHG6CtE2,289618166,FNFSVi8CFJKpty7jBN6UQ1VUVMKkwF6BMp9V64prdXbQ,8,1726263874,sell,12047419.471466,0.32268838,0.32268838,3.727306003907466e-06,2.6784854695586806e-08,84SDbPbEt3fds3jJ3oBnxQzASTYDQbaYPRMD8iMmrxVD,85068041792.59026,2300.8096556889745,637248.9057677877,44.90441892758693
4WVXT1pKutotixWRh8GagenpAbCJvN4G7N2sY3EzoHrkzfYSFTBiyNGAFVZdfj9M9P6Zbo1SrSt3Z5qUraUwWCc5,289618097,FUBKtStUuS2XrRvDcQfVpgA9D56G4pNf4JQBvnLiHq4i,37,1726263845,sell,10293283.018695999,0.275778391,0.275778391,3.727197958722639e-06,2.679207309262705e-08,536gxByJLvx61rYgb6gibYomHBKd36wrgxY4NfvTzm7r,85055994373.11879,2301.1323440689744,637144.1616625106,38.36510345583813
6DfVJunFoLG5r67cVJ3yavMcHA2anuEuvfsxLe53nDskoig3qXaxNiVQP7VSGdGmT8hVRDZfqQeNxxx8sUQHStY,289618097,FUBKtStUuS2XrRvDcQfVpgA9D56G4pNf4JQBvnLiHq4i,26,1726263845,sell,21490953.469522,0.5760081370000001,0.5760081370000001,3.7286281575141136e-06,2.680235373534647e-08,2yGbd3N6nQ7oikGaZL9DurLzjJHt85Wjsd9TAWJSgi4T,85045701090.1001,2301.4081224599745,637265.7939214298,80.13177423828536
4oQgano211yRoFu23X4EVSrbsRspxf9nr7tPDvNkNzWCNm5Zyv7yfxrdxupMtY9d3JDD13K6XChzWaUvNa92UWue,289618071,6PNT8Kp8ewsVxwNPjCQx9gWThDrGEdsqbpASsgh2iods,3,1726263833,sell,3078832.5708049997,0.082544404,0.082544404,3.730560514691849e-06,2.6810293220464965e-08,F4TLwSMHHKh4ApNnfLLrLw7YzdusE7BWx9rAq1de4ZcC,85024210136.63057,2301.9841305969744,637501.1718955934,11.485771219992328
2Zm3dekgVzecVvPShQ2A4t4qnHyZZxRcMXk7oygrZycA2tLA9BoLc1ncN7SLnP4ga5n3wRW3iDJ4HEhHtbmt99Ja,289618037,FVS7XAFj7fB1YZ9aoHWcFVYdSo1dCvRGPVT4QX8cNL4c,11,1726263817,buy,94761540,2.550502524,2.550502524,3.7446647989775827e-06,2.691495435806552e-08,6vNAt1NG3eNXeFn61sawneNAzTwcduMSVVo1pdCxBvBi,85021131304.05977,2302.0666750009746,638661.07918432,354.85020313490617
2ArubNU1FyE9AJPCNXgzc4Ae2ZyJPUhTrob9EnpvYGKrdP1u4aUEMeMhoBSzUVVZ5eCx8isLtXfT9o5reRn7b8SB,289617949,7yxSywWZiPZ2fofk2TrVsQc9M9RETqA2NdG8rKKjFbzW,121,1726263777,sell,80417070,2.153239981,2.153239981,3.725891029493845e-06,2.677590691876737e-08,6vNAt1NG3eNXeFn61sawneNAzTwcduMSVVo1pdCxBvBi,85115892844.05977,2299.5161724769746,637112.2422168092,299.62523973117857
4hHkeSDCMRPkFDs3m3ia9ifrtYUKsgBQwD4o7duiRo5e8NMTbcS2BgyNs8Y9rWokR7oJfGxzdYo84pySLXEQwFY7,289617886,8koauLNqEifFaEPKnFt7ZNyVHUZzeYwia7haJsgrbcKK,7,1726263746,buy,9407477.251504,0.253374404,0.253374404,3.7497486888547103e-06,2.6933299674946577e-08,32yNmvMimfSGcDYE751gJFmGgdRiFCQEoTcngfuNbH1f,85035475774.05977,2301.6694124579744,639308.1729701333,35.27567548925764
2dWQCRMwGR13o9AnJx9gRNYKuYbHaFHmCAwJ8nLgAmS3hyXMFoshoaYgT9iQsFLYxTwK3XdhBUkeTs9925FFY4WC,289617864,AHucNoiA76g1svwyJyhbEGrmPrDHHz1PRCYzncXqMtnA,7,1726263736,buy,12047419.471466,0.32439256,0.32439256,3.7485988002310052e-06,2.6926310714781318e-08,84SDbPbEt3fds3jJ3oBnxQzASTYDQbaYPRMD8iMmrxVD,85044883251.31128,2301.4160380539743,639195.2643561936,45.1609421766171
4wQAMsbvHeo89CwoddkAvq2kMSRXyP4Hzo2NsDn6uBQT6zRWckfV7NRoe3Q6V7mL6rq1oy6ewo3WfuVtsjonYgRq,289617832,Au1C3yk4HgmaYKijzT3W9weJdo6AbqEPCX9MuVhbTAr8,60,1726263721,sell,33611185.802635,0.900740383,0.900740383,3.7320067801575134e-06,2.6798827875016095e-08,6jvYtr9G5WQnKs3cFsFtKmEfkbEnUXFhBKsmZad26QPV,85056930670.78275,2301.0916454939743,637883.2371279417,125.43717330456778
3qiCQhm9yK62VKugreKFhXTSRipp5882y56MJu8vSHcZbEmi3iJeTVqbddeUrqJxH44mj7mEU1ompDCobYHPk76r,289617790,3a4xmFv3WCuFFJh4cfTabeV4L9F8ByVi2jassq4K2wFV,7,1726263703,buy,21490953.469522,0.5789066390000001,0.5789066390000001,3.751503541897357e-06,2.6937224531289075e-08,2yGbd3N6nQ7oikGaZL9DurLzjJHt85Wjsd9TAWJSgi4T,85023319484.98012,2301.9923858769744,639560.0276853766,80.62338805966307
